PD,Linked earth,64.86,64.2,SST,Marine sediment
JR1,NOAA,64.2017,57.685,ST,Ice core
JR2,NOAA,64.2017,57.685,Melt,Ice core
LA,Neotoma,62.62861,61.13472,Pollen,Pollen
